Date,Location,Renewable Energy (kWh),Non-Renewable Energy (kWh),Energy Cost (USD),Carbon Emissions (Tons),Renewable Efficiency (%)
10/1/2024,New York,14217.41,30701.6,10858.32,32922.12,31.65
10/1/2024,Los Angeles,2781.67,3583.34,708.82,3931.78,43.7
10/1/2024,Chicago,3461.94,8550.07,1741.04,9770.23,28.82
10/1/2024,Houston,26303.82,7405.19,5781.1,10363.37,78.03
10/1/2024,San Francisco,10263.42,10692.59,2865.31,17117.13,48.98
10/1/2024,Miami,3622.92,7361.09,1245.19,7383.65,32.98
10/1/2024,Seattle,31536.98,13750.03,6916.56,17758.85,69.64
10/1/2024,Denver,42290.15,10469.86,7763.04,3835.67,80.16
10/1/2024,Boston,10263.9,26130.11,3858.87,40317.97,28.2
10/1/2024,Dallas,4395.71,11143.3,2432.79,5613.45,28.29
10/1/2024,Atlanta,11970.82,24856.19,2768.13,7216.48,32.51
10/1/2024,Phoenix,37152.93,18658.08,15639.19,8120.21,66.57
10/1/2024,Las Vegas,14984.92,7496.09,6212.75,8753.18,66.66
10/1/2024,San Diego,2032.03,3707.98,843.54,2777.04,35.4
10/1/2024,Philadelphia,8871.87,9974.14,3719.18,2106.19,47.08
10/1/2024,Portland,9193.08,1015.93,905.16,1730.56,90.05
10/1/2024,Austin,19275.55,17749.46,6126.48,28520.34,52.06
10/1/2024,Detroit,10855.46,11795.55,3981.55,20735.52,47.92
10/1/2024,Charlotte,15531.43,30804.58,11439.13,50081.21,33.52
10/1/2024,Nashville,42445.58,6455.43,3973.34,4881.57,86.8
10/1/2024,Baltimore,11984.82,31939.19,9609.02,56737.48,27.29
10/1/2024,Indianapolis,2452.62,2330.39,1191.84,3596.42,51.28
10/1/2024,Orlando,13741.6,28117.41,8539.58,42143.05,32.83
10/1/2024,San Antonio,19801.48,29189.53,6224.21,7703.47,40.42
10/1/2024,Columbus,3031.11,1747.9,524.71,1764.66,63.43
10/2/2024,New York,9921.99,7696.27,2539.39,2153.8,56.32
10/2/2024,Los Angeles,13993.54,14698.72,7001.63,19350.09,48.77
10/2/2024,Chicago,17823.05,9452.21,7103.99,2325,65.35
10/2/2024,Houston,9869.23,20154.03,8445.02,29398.57,32.87
10/2/2024,San Francisco,8424.66,1493.6,1336.94,687.47,84.94
10/2/2024,Miami,16370.64,11474.62,4304.42,15554.26,58.79
10/2/2024,Seattle,5885.35,1681.91,805.93,1136.35,77.77
10/2/2024,Denver,14295.7,3310.56,1835.34,4449.18,81.2
10/2/2024,Boston,30414.42,17141.84,4997.12,20247.25,63.95
10/2/2024,Dallas,11995.86,1459.4,2210.71,1872.88,89.15
10/2/2024,Atlanta,20725.34,15067.92,3177.6,18304.54,57.9
10/2/2024,Phoenix,6360.72,6854.54,3205.12,8713.3,48.13
10/2/2024,Las Vegas,30909.3,25976.96,7377.24,29557.5,54.34
10/2/2024,San Diego,28719.35,10369.91,7275.33,15996.51,73.47
10/2/2024,Philadelphia,15092.12,17271.14,9253.65,16948.01,46.63
10/2/2024,Portland,8372.84,447.42,2258.77,793.07,94.93
10/2/2024,Austin,4831.7,3770.56,1743.62,783.34,56.17
10/2/2024,Detroit,6815.32,422.94,1213.78,729.15,94.16
10/2/2024,Charlotte,28570.73,10149.53,10811.95,2355.62,73.79
10/2/2024,Nashville,16469.99,35881.27,3953.63,58234.24,31.46
10/2/2024,Baltimore,2546.45,3554.81,1387.42,4331.21,41.74
10/2/2024,Indianapolis,48750.27,2838.99,10941.02,4946.64,94.5
10/2/2024,Orlando,1942.88,3452.38,932.46,6130.78,36.01
10/2/2024,San Antonio,6911.41,17266.85,4038.68,18940.38,28.59
10/2/2024,Columbus,30474.92,12136.34,3077.38,14745.27,71.52
10/3/2024,New York,31237.22,28745.71,14389.96,32993.05,52.08
10/3/2024,Los Angeles,11511.88,4150.05,3685.76,4763.08,73.5
10/3/2024,Chicago,18591.92,2434.01,5304.71,3814.41,88.42
10/3/2024,Houston,6292.32,2069.61,763.82,954.5,75.25
10/3/2024,San Francisco,25866.97,29433.96,8321.74,30069.51,46.77
10/3/2024,Miami,24690.93,2464,6854.44,2368.87,90.93
10/3/2024,Seattle,20113.5,10004.43,7590.28,6895.64,66.78
10/3/2024,Denver,55092.42,4827.51,7577.11,8665.65,91.94
