Date,Location,Renewable Energy (kWh),Non-Renewable Energy (kWh),Energy Cost (USD),Carbon Emissions (Tons),Renewable Efficiency (%)
5/1/2024,New York,34521.32,18886.69,10069.74,15602.18,64.64
5/1/2024,Los Angeles,22282.56,2165.45,3939.2,2544.72,91.14
5/1/2024,Chicago,22674.28,20769.73,5937.67,24367.67,52.19
5/1/2024,Houston,4357.82,3991.19,1935.98,2927.52,52.2
5/1/2024,San Francisco,3773.65,2354.36,710.03,1960.82,61.58
5/1/2024,Miami,5223.71,3102.3,660.73,1557.38,62.74
5/1/2024,Seattle,9727.35,29356.66,11481.28,6682.59,24.89
5/1/2024,Denver,7382.05,3974.96,1793.6,1498.74,65
5/1/2024,Boston,1904.29,7150.72,2551.89,3666.04,21.03
5/1/2024,Dallas,21440.59,1457.42,2343.1,881.41,93.64
5/1/2024,Atlanta,3440.81,4676.2,1784.9,3866.34,42.39
5/1/2024,Phoenix,7930.09,18746.92,7362.77,31550.94,29.73
5/1/2024,Las Vegas,3909.01,4850,1683.76,4503.6,44.63
5/1/2024,San Diego,2518.7,2475.31,1200.34,3808.58,50.43
5/1/2024,Philadelphia,3828.61,859.4,1028.59,718.76,81.67
5/1/2024,Portland,7611.32,9009.69,1445.65,12512.02,45.79
5/1/2024,Austin,8362.43,2216.58,2530.51,3177.82,79.05
5/1/2024,Detroit,7395.88,4238.13,944.09,3151.14,63.57
5/1/2024,Charlotte,4353.89,2741.12,707.11,1469.98,61.37
5/1/2024,Nashville,14803.28,2561.73,3854.72,1829.12,85.25
5/1/2024,Baltimore,7174.87,12214.14,1742.4,20535.53,37
5/1/2024,Indianapolis,6729.76,5526.25,3618.28,5647.29,54.91
5/1/2024,Orlando,49271.75,7710.26,11232.09,6075.55,86.47
5/1/2024,San Antonio,3374.72,1626.29,391.61,880.08,67.48
5/1/2024,Columbus,6152.02,3922.99,2443.41,2117.53,61.06
5/2/2024,New York,26226.91,17263.35,10201.93,22838.78,60.31
5/2/2024,Los Angeles,7484.61,3539.65,1517.73,1047.25,67.89
5/2/2024,Chicago,25113.19,1482.07,2411.68,297.56,94.43
5/2/2024,Houston,11214.07,9162.19,3517.37,13320.42,55.03
5/2/2024,San Francisco,6553.83,10095.43,4448.77,16146.08,39.36
5/2/2024,Miami,32270.6,20404.66,8109.17,32778.99,61.26
5/2/2024,Seattle,21138.54,33163.72,16187.15,8338.06,38.93
5/2/2024,Denver,18167.35,15313.91,2745.67,4597.3,54.26
5/2/2024,Boston,1725.46,3497.8,691.62,1304.68,33.03
5/2/2024,Dallas,9491.47,5829.79,3114.96,3981.68,61.95
5/2/2024,Atlanta,20314.43,9592.83,7587.77,13078.3,67.92
5/2/2024,Phoenix,3793.89,5922.37,1370.4,9845.1,39.05
5/2/2024,Las Vegas,30700.7,16691.56,5405.28,29490.29,64.78
5/2/2024,San Diego,41831.47,2327.79,4280.29,1208.76,94.73
5/2/2024,Philadelphia,27256.35,2918.91,8229.68,3173.99,90.33
5/2/2024,Portland,8305.59,10834.67,3539.51,4645.93,43.39
5/2/2024,Austin,16120.34,7312.92,5116.42,9725.21,68.79
5/2/2024,Detroit,5969.02,7396.24,3631.99,6712.89,44.66
5/2/2024,Charlotte,7850.68,21442.58,5045.17,5138.81,26.8
5/2/2024,Nashville,7123.46,1013.8,1958.65,826.2,87.54
5/2/2024,Baltimore,41063.82,18421.44,8553.77,31860.36,69.03
5/2/2024,Indianapolis,5801.67,927.59,1121.36,266.11,86.22
5/2/2024,Orlando,26565.88,14450.38,6816.46,18059.21,64.77
5/2/2024,San Antonio,2946.78,6931.48,1045.48,10595.24,29.83
5/2/2024,Columbus,29651.28,4890.98,3598.4,2796.54,85.84
5/3/2024,New York,16968.1,1155.83,1587.34,413.45,93.62
5/3/2024,Los Angeles,12768.8,48698.13,16390.97,20013.18,20.77
5/3/2024,Chicago,3100.77,2762.16,1009.46,3990.77,52.89
5/3/2024,Houston,4181.27,4827.66,1327.45,8320.56,46.41
5/3/2024,San Francisco,3962.61,14079.32,3924.34,8054.05,21.96
5/3/2024,Miami,24448.83,32594.1,16937.15,32934.33,42.86
5/3/2024,Seattle,4525.31,14736.62,3741.18,26497.02,23.49
5/3/2024,Denver,31622.09,16106.84,9994.19,14630.97,66.25
5/3/2024,Boston,28532.11,4165.82,2523.92,3078.86,87.26
5/3/2024,Dallas,10757.93,32085,7916.95,20043.51,25.11
5/3/2024,Atlanta,9037.06,17144.87,5152.31,11997.36,34.52
5/3/2024,Phoenix,8223.85,2355.08,3096.19,2860.83,77.74
5/3/2024,Las Vegas,12085.23,27282.7,7249.12,10846.53,30.7
5/3/2024,San Diego,13244.97,30199.96,12260.14,33020.49,30.49
5/3/2024,Philadelphia,34744.07,25873.86,4784.96,18485.89,57.32
5/3/2024,Portland,17600.77,29204.16,6569.98,20092.92,37.6
