Date,Location,Renewable Energy (kWh),Non-Renewable Energy (kWh),Energy Cost (USD),Carbon Emissions (Tons),Renewable Efficiency (%)
7/1/2024,New York,15711.07,15152.94,3678.35,8664.43,50.9
7/1/2024,Los Angeles,6932.51,5863.5,3545.15,1304.38,54.18
7/1/2024,Chicago,13502.73,40649.28,8833.81,52335.22,24.93
7/1/2024,Houston,17069.2,23313.81,4996.11,27336.94,42.27
7/1/2024,San Francisco,4762.16,1260.85,1071.43,1740.2,79.07
7/1/2024,Miami,9571.63,2863.38,3374.08,2770.56,76.97
7/1/2024,Seattle,41026.26,8538.75,12834.45,2918.8,82.77
7/1/2024,Denver,7742.86,4371.15,984.69,2062.21,63.92
7/1/2024,Boston,5452.97,1108.04,1682.99,1455.24,83.11
7/1/2024,Dallas,6133.19,7451.82,2290.04,12086.24,45.15
7/1/2024,Atlanta,3457.57,7881.44,1226.86,4790.03,30.49
7/1/2024,Phoenix,8521.39,1915.62,2556.71,1591.09,81.65
7/1/2024,Las Vegas,18457.83,13331.18,2407.55,5765.6,58.06
7/1/2024,San Diego,8403.09,10443.92,1933.67,7491.34,44.59
7/1/2024,Philadelphia,12846.08,6062.93,1980.74,5831.99,67.94
7/1/2024,Portland,3128.17,4006.84,1901.52,1953.84,43.84
7/1/2024,Austin,11110.1,3667.91,2770.2,910.49,75.18
7/1/2024,Detroit,2676.07,2225.94,903.54,2057.18,54.59
7/1/2024,Charlotte,14325.74,23386.27,7700.57,31028.04,37.99
7/1/2024,Nashville,36185.44,19449.57,10461.31,5768.11,65.04
7/1/2024,Baltimore,25613.26,34599.75,17975.87,29871.71,42.54
7/1/2024,Indianapolis,15849.76,13519.25,8640.56,18298.39,53.97
7/1/2024,Orlando,10702.36,40700.65,11545.97,65571.14,20.82
7/1/2024,San Antonio,16192.5,41823.51,7270.36,45794.37,27.91
7/1/2024,Columbus,2870.71,1817.3,1111.54,2110.17,61.24
7/2/2024,New York,13607.24,1375.02,2539.29,667.84,90.82
7/2/2024,Los Angeles,13817.82,1748.44,3958.22,2490.41,88.77
7/2/2024,Chicago,6384.53,2727.73,1994.15,3235.65,70.07
7/2/2024,Houston,5890,7327.26,1578.24,5368.53,44.56
7/2/2024,San Francisco,8143.08,2794.18,3246.57,1325.38,74.45
7/2/2024,Miami,19075.6,20268.66,5101.26,8486.18,48.48
7/2/2024,Seattle,6613.99,4800.27,3385.95,1286.28,57.94
7/2/2024,Denver,11359.8,7076.46,5359.2,7077.48,61.62
7/2/2024,Boston,24983.72,20224.54,5102.42,19379.55,55.26
7/2/2024,Dallas,13572.95,31070.31,3676.92,50114.55,30.4
7/2/2024,Atlanta,36868.16,21897.1,16535.4,24527.76,62.74
7/2/2024,Phoenix,17377.46,14313.8,3325.38,14186.43,54.83
7/2/2024,Las Vegas,26110.83,15098.43,4275.29,10227.59,63.36
7/2/2024,San Diego,4427.09,1226.17,1216.81,291.63,78.31
7/2/2024,Philadelphia,5035.35,7786.91,2380.43,5773.25,39.27
7/2/2024,Portland,3817.71,9579.55,1205.4,10133.9,28.5
7/2/2024,Austin,6216.58,2173.68,1041.89,3278.87,74.09
7/2/2024,Detroit,2238.5,4289.76,830.72,2793.67,34.29
7/2/2024,Charlotte,19182.27,5427.99,3673.05,1682.86,77.94
7/2/2024,Nashville,14743.95,20087.31,3842.69,9736,42.33
7/2/2024,Baltimore,34522.58,6661.68,5401.49,10910.3,83.82
7/2/2024,Indianapolis,8649.28,6193.98,1303.04,2166.74,58.27
7/2/2024,Orlando,12834.48,15432.78,5971.17,27040.23,45.4
7/2/2024,San Antonio,9131.93,1016.33,1318.61,746.45,89.99
7/2/2024,Columbus,3933.33,5982.93,808.25,3456.39,39.67
7/3/2024,New York,31279.61,16815.32,14180.42,12836.27,65.04
7/3/2024,Los Angeles,4494.56,17384.37,4174.81,22354.65,20.54
7/3/2024,Chicago,28649.71,22062.22,8142.2,24411.1,56.5
7/3/2024,Houston,12283.01,9205.92,2189.49,13585.3,57.16
7/3/2024,San Francisco,25027.68,18885.25,13044.79,31750.5,56.99
7/3/2024,Miami,2327.66,4922.27,982.21,6467.91,32.11
7/3/2024,Seattle,4427.12,12059.81,1557.65,18486.84,26.85
7/3/2024,Denver,3281.73,5910.2,662.17,10081.66,35.7
7/3/2024,Boston,30262.05,8620.88,3868.91,9234.06,77.83
7/3/2024,Dallas,43774.28,17240.65,14622.27,28257.39,71.74
7/3/2024,Atlanta,8229.23,7196.7,2096.03,6297.11,53.35
7/3/2024,Phoenix,26711.19,16550.74,12314.7,13543.86,61.74
7/3/2024,Las Vegas,15798.58,2382.35,1577.96,4283.24,86.9
7/3/2024,San Diego,18031.43,19370.5,9877.05,33574.83,48.21
7/3/2024,Philadelphia,10263.38,26016.55,8777.93,32231.6,28.29
7/3/2024,Portland,5155.9,2877.03,1673.2,3742.27,64.18
7/3/2024,Austin,19763.59,12453.34,8957.18,13831.07,61.35
7/3/2024,Detroit,11758.38,7969.55,5347.31,2698.59,59.6
7/3/2024,Charlotte,5290.25,5712.68,1986.24,9754,48.08
7/3/2024,Nashville,6994.48,4453.45,1356.76,2292.74,61.1
7/3/2024,Baltimore,20931.3,12980.63,8386.22,17148.9,61.72
7/3/2024,Indianapolis,7955.76,9329.17,2339.69,13797.13,46.03
7/3/2024,Orlando,3456.97,4452.96,1233.4,6140.06,43.7
7/3/2024,San Antonio,17812.52,3852.41,3819.37,4002.74,82.22
7/3/2024,Columbus,15415.61,28711.32,8598.37,6422.55,34.93
7/4/2024,New York,43852.6,12091.47,16063.28,5788.41,78.39
7/4/2024,Los Angeles,19145.13,25240.94,9970.29,9703.2,43.13
7/4/2024,Chicago,8229.04,1662.03,765.18,1330.69,83.2
7/4/2024,Houston,2193.88,4852.19,1222.72,2040.14,31.14
7/4/2024,San Francisco,18288.1,34349.97,15708.94,11015.25,34.74
7/4/2024,Miami,7623.52,10405.55,1483.17,11010.44,42.28
7/4/2024,Seattle,16527.8,12075.27,6718.77,16355.3,57.78
7/4/2024,Denver,7447.49,2097.58,1968.49,2012.13,78.02
7/4/2024,Boston,21990.37,19582.7,11195.2,15634.05,52.9
7/4/2024,Dallas,31464.53,2412.54,3097.85,4007.14,92.88
7/4/2024,Atlanta,21214.1,4988.97,7251.69,3879.22,80.96
7/4/2024,Phoenix,4753.11,17325.96,1724.16,28189.39,21.53
7/4/2024,Las Vegas,6699.59,6877.48,1893.76,3866.39,49.34
7/4/2024,San Diego,41422.84,8251.23,13989.62,9556.07,83.39
7/4/2024,Philadelphia,43216.74,7893.33,14748.5,11402.13,84.56
7/4/2024,Portland,6924.98,26673.09,3543.73,34304.54,20.61
7/4/2024,Austin,19360.33,4428.74,2937.23,6833.02,81.38
7/4/2024,Detroit,8705.7,26726.37,7141.58,13831.39,24.57
7/4/2024,Charlotte,26560.42,31569.65,16690.93,16859.46,45.69
7/4/2024,Nashville,4415.58,5527.49,1601.71,2028.92,44.41
7/4/2024,Baltimore,14479.76,18704.31,4900.04,17055.39,43.63
7/4/2024,Indianapolis,17473.05,1508.02,2753.27,2325.86,92.06
7/4/2024,Orlando,5577.33,1308.74,574.54,799.87,80.99
7/4/2024,San Antonio,5168.84,2987.23,2325.26,4953.69,63.37
7/4/2024,Columbus,31516,8104.07,10581.67,12359.88,79.55
7/5/2024,New York,5694.02,5047.39,1792.13,8514.32,53.01
7/5/2024,Los Angeles,4999.41,7099,2315.58,7602.07,41.32
7/5/2024,Chicago,36726.59,17189.82,15081.12,19428.06,68.12
7/5/2024,Houston,4857.97,4467.44,1446.74,2523.14,52.09
7/5/2024,San Francisco,25708.94,1976.47,4539.49,2415.28,92.86
7/5/2024,Miami,15542.46,15502.95,5194.34,12628.16,50.06
7/5/2024,Seattle,14574.8,8177.61,2930.93,9352.91,64.06
7/5/2024,Denver,4879.5,3063.91,2366.35,2003.57,61.43
7/5/2024,Boston,10371.68,17076.73,6577.83,30026.82,37.79
7/5/2024,Dallas,6360.17,6082.24,3255.14,6168.79,51.12
7/5/2024,Atlanta,7418.24,15342.17,6648.56,18975.06,32.59
7/5/2024,Phoenix,7234.02,20262.39,4922.19,7841.03,26.31
7/5/2024,Las Vegas,12423,10799.41,3492.03,9097.79,53.5
7/5/2024,San Diego,5543.54,2857.87,2431.37,2173.65,65.98
7/5/2024,Philadelphia,4374.16,2726.25,1817.66,1746.5,61.6
7/5/2024,Portland,23315.36,13110.05,4916.45,13739.38,64.01
7/5/2024,Austin,10264.68,11499.73,3211.89,15193.42,47.16
7/5/2024,Detroit,46863.84,9836.57,12873.32,13079.51,82.65
7/5/2024,Charlotte,10260.44,3746.97,1018.04,6704.62,73.25
7/5/2024,Nashville,6321.84,6070.57,1224.39,6667.22,51.01
7/5/2024,Baltimore,2079.39,7018.02,1915.78,1816.89,22.86
7/5/2024,Indianapolis,19852.72,12923.69,9651.03,19098.43,60.57
7/5/2024,Orlando,12961.6,2232.81,2932.34,2541.36,85.31
7/5/2024,San Antonio,5225.57,19796.84,3528.83,17478.75,20.88
7/5/2024,Columbus,2931.13,8178.28,1427.96,12607.26,26.38
7/6/2024,New York,25579.45,22863.67,14021.97,24611.22,52.8
7/6/2024,Los Angeles,24011.21,29686.91,4545.63,42854.06,44.72
7/6/2024,Chicago,3149.39,7505.73,1843.04,13076.81,29.56
7/6/2024,Houston,9922.49,6918.63,2327.94,8633.99,58.92
7/6/2024,San Francisco,2837.98,9447.14,3076.9,12430.46,23.1
7/6/2024,Miami,15740.5,39035.62,10527.57,39150.69,28.74
7/6/2024,Seattle,18340.03,1955.09,4970.48,1022.88,90.37
7/6/2024,Denver,35090.89,24564.23,16022.77,16135.57,58.82
7/6/2024,Boston,12332.6,1320.52,3617.86,1301.73,90.33
7/6/2024,Dallas,37627,19110.12,15544.76,9732.25,66.32
7/6/2024,Atlanta,49646.68,3664.44,13175.81,6585.16,93.13
7/6/2024,Phoenix,23893.16,18862.96,5104.14,12967.5,55.88
7/6/2024,Las Vegas,25364.5,27453.62,8102.33,7199.19,48.02
7/6/2024,San Diego,37826.57,18843.55,6150.11,33012.6,66.75
7/6/2024,Philadelphia,5492.84,1375.28,1766.07,1221.6,79.98
7/6/2024,Portland,3531.06,5795.06,732.66,5418.45,37.86
7/6/2024,Austin,8113.91,3850.21,2834,4587.26,67.82
7/6/2024,Detroit,10874.51,35347.61,8557.55,8565.49,23.53
7/6/2024,Charlotte,21206.65,3843.47,3024.06,3749.32,84.66
7/6/2024,Nashville,18681.14,38854.98,11549.68,28000.43,32.47
7/6/2024,Baltimore,8934.61,3270.51,881.65,2136.38,73.2
7/6/2024,Indianapolis,16533.35,28135.77,5388.52,41199.44,37.01
7/6/2024,Orlando,10263.96,8628.16,5401.99,11378.13,54.33
7/6/2024,San Antonio,5352.37,20864.75,4668.92,8323.58,20.42
7/6/2024,Columbus,2076.73,7869.39,2608.25,4425.67,20.88
7/7/2024,New York,34873.39,6539.96,10898.65,1348.14,84.21
7/7/2024,Los Angeles,43209.53,5052.82,8953.8,6815.72,89.53
7/7/2024,Chicago,30699.98,21556.37,15429.3,4525.45,58.75
7/7/2024,Houston,15423.42,2811.93,2185.27,2978.94,84.58
7/7/2024,San Francisco,29109.78,26868.57,12940.45,32126.8,52
7/7/2024,Miami,14053.54,5508.81,1517.98,8369.9,71.84
7/7/2024,Seattle,31271.28,15531.07,5381.41,9273.25,66.82
7/7/2024,Denver,18237.78,23901.57,8296.08,12965.4,43.28
7/7/2024,Boston,46695.43,13602.92,12015.57,6707.34,77.44
7/7/2024,Dallas,26583.82,11557.53,5799.9,10106.56,69.7
7/7/2024,Atlanta,11180.11,42045.24,5601.73,30211.99,21.01
7/7/2024,Phoenix,5617.46,5515.89,1451.54,5359.19,50.46
7/7/2024,Las Vegas,16088.85,982.5,2430.94,537.41,94.24
7/7/2024,San Diego,8982.75,10167.6,4095.19,4779.45,46.91
7/7/2024,Philadelphia,10368.33,33423.02,6942.19,52260.29,23.68
7/7/2024,Portland,9706.58,6653.77,3781.18,6918.26,59.33
7/7/2024,Austin,20385.66,41656.69,7109.87,10664.51,32.86
7/7/2024,Detroit,29945.41,31211.94,6922.15,44517.07,48.96
7/7/2024,Charlotte,6279.94,3405.41,1750.01,5575.63,64.84
7/7/2024,Nashville,25515.67,22078.68,5125.72,27178.51,53.61
7/7/2024,Baltimore,20842.7,1167.65,5128.3,1142.49,94.69
7/7/2024,Indianapolis,34806.85,7688.5,3198.44,7292.45,81.91
7/7/2024,Orlando,29435.36,5960.99,7157.9,8958.63,83.16
7/7/2024,San Antonio,23957.12,6861.23,5331.21,10984.06,77.74
7/7/2024,Columbus,26585.68,3976.67,4892.99,5345.88,86.99
7/8/2024,New York,7782.65,5563.07,3966.15,4340.35,58.32
7/8/2024,Los Angeles,7138.35,3132.37,1599.93,5161.74,69.5
7/8/2024,Chicago,27005.38,8308.34,5952.34,4529.31,76.47
7/8/2024,Houston,32427.97,3170.75,2825.44,3176.99,91.09
7/8/2024,San Francisco,14240.07,29855.65,11622.13,32581.76,32.29
7/8/2024,Miami,16796.65,10128.07,3428.16,14122.42,62.38
7/8/2024,Seattle,36001.33,26419.39,13892.29,19892.64,57.68
7/8/2024,Denver,34406.62,13731.1,8567.82,19839.02,71.48
7/8/2024,Boston,26179.54,5993.18,6372.68,7472.01,81.37
7/8/2024,Dallas,42049.59,3756.13,10375.77,1347.39,91.8
7/8/2024,Atlanta,17879.59,17437.13,8533.23,18025.23,50.63
7/8/2024,Phoenix,22317.08,34463.64,16631.8,9424.53,39.3
7/8/2024,Las Vegas,44184.23,6914.49,10337.9,10916,86.47
7/8/2024,San Diego,38292.32,22423.4,15916.59,17826.97,63.07
7/8/2024,Philadelphia,15680.94,33069.78,9921.45,52122.01,32.17
7/8/2024,Portland,8399.87,9747.85,3906.69,17051.09,46.29
7/8/2024,Austin,9516.52,3959.2,3732.86,3674.27,70.62
7/8/2024,Detroit,17883.74,9115.98,7928.31,10953.31,66.24
7/8/2024,Charlotte,2694.98,10343.74,1310.97,16672.64,20.67
7/8/2024,Nashville,6821.05,11741.67,3152.27,14208.28,36.75
7/8/2024,Baltimore,44330.62,10426.1,9160.49,7816.61,80.96
7/8/2024,Indianapolis,12154.63,16479.09,6039.17,5958.61,42.45
7/8/2024,Orlando,25185.55,25878.17,10124.94,7661.87,49.32
7/8/2024,San Antonio,34569.13,14846.59,9605.87,20207.41,69.96
7/8/2024,Columbus,27427.8,23469.92,10100.53,13205.14,53.89
7/9/2024,New York,32763.84,2592.7,5012.13,2705.32,92.67
7/9/2024,Los Angeles,39430.03,6841.51,6850.79,4845.77,85.21
7/9/2024,Chicago,42609.44,7837.1,6417.87,10019.83,84.46
7/9/2024,Houston,2143.27,5066.27,1885.49,1619.13,29.73
7/9/2024,San Francisco,13471.32,45185.22,14706.41,79357.12,22.97
7/9/2024,Miami,4794.64,17638.9,1764.39,5063.99,21.37
7/9/2024,Seattle,6299,1817.54,1629.19,2068.05,77.61
7/9/2024,Denver,4974.99,2023.55,1271.63,2133.79,71.09
7/9/2024,Boston,9441.87,17743.67,4496.37,8717.1,34.73
7/9/2024,Dallas,5723.14,16677.4,5262.96,7993.7,25.55
7/9/2024,Atlanta,13584.3,29659.24,12457.26,8131.78,31.41
7/9/2024,Phoenix,6496.4,14415.14,5555.64,7693.45,31.07
7/9/2024,Las Vegas,32913.64,7224.9,4063.56,2382.12,82
7/9/2024,San Diego,3561.28,4781.26,1231.65,7135.71,42.69
7/9/2024,Philadelphia,1833.13,7180.41,1013.28,8804.61,20.34
7/9/2024,Portland,31141.17,7051.37,8223.45,1542.36,81.54
7/9/2024,Austin,8121.79,12552.75,5982.86,14906.29,39.28
7/9/2024,Detroit,5114.12,13461.42,5440.98,11970.03,27.53
7/9/2024,Charlotte,4748.05,10639.49,4033.16,14873.11,30.86
7/9/2024,Nashville,40855.97,13909.57,10086.13,5914.69,74.6
7/9/2024,Baltimore,28371.3,21830.24,10921.47,15991.9,56.51
7/9/2024,Indianapolis,28480.48,13752.06,10770.08,21795.74,67.44
7/9/2024,Orlando,19472.98,6234.56,2895.26,6454.5,75.75
7/9/2024,San Antonio,4124.03,16020.51,2820.25,14897.72,20.47
7/9/2024,Columbus,41893.43,11681.11,5972.33,12105.94,78.2
7/10/2024,New York,11924.13,28937.76,6099.77,38054.3,29.18
7/10/2024,Los Angeles,10834.52,1148.37,2482.33,808.01,90.42
7/10/2024,Chicago,7661.51,16795.38,4294.63,11055.71,31.33
7/10/2024,Houston,12753.18,3322.71,1521.64,5415.85,79.33
7/10/2024,San Francisco,8166.58,32084.31,8466.29,23215.7,20.29
7/10/2024,Miami,4582.28,4680.61,2697.32,6994,49.47
7/10/2024,Seattle,24551.53,4988.36,4584.12,8179.91,83.11
7/10/2024,Denver,12643.68,43290.21,15032.37,37121.95,22.6
7/10/2024,Boston,16091.93,43974.96,6143.24,38533.33,26.79
7/10/2024,Dallas,3924.83,15113.06,4209.12,11528.07,20.62
7/10/2024,Atlanta,7232.71,15385.18,4820.79,15760.93,31.98
