Date,Location,Renewable Energy (kWh),Non-Renewable Energy (kWh),Energy Cost (USD),Carbon Emissions (Tons),Renewable Efficiency (%)
9/1/2024,New York,2136.28,4599.73,1462.57,1056.3,31.71
9/1/2024,Los Angeles,3654.87,4816.14,1903.67,4691.97,43.15
9/1/2024,Chicago,7137.88,10078.13,2637.12,16764.78,41.46
9/1/2024,Houston,43111.26,5143.75,5243.05,3925.13,89.34
9/1/2024,San Francisco,6251.95,15892.06,3058.76,11402.12,28.23
9/1/2024,Miami,11079.78,18643.23,3637.92,10377.32,37.28
9/1/2024,Seattle,12222.88,16764.13,5430.93,9952.1,42.17
9/1/2024,Denver,11740.89,36954.12,9095.97,24600.44,24.11
9/1/2024,Boston,11112.66,23243.35,4640.38,26970.21,32.35
9/1/2024,Dallas,24464.63,15973.38,3019.61,4328.89,60.5
9/1/2024,Atlanta,14201.06,4534.95,2111.89,6486.02,75.8
9/1/2024,Phoenix,52144.17,5063.84,9521.72,7097.46,91.15
9/1/2024,Las Vegas,15121.46,2754.55,3428.77,4865.62,84.59
9/1/2024,San Diego,38850.14,18265.87,9788.61,10463.67,68.02
9/1/2024,Philadelphia,7895.42,10932.59,3577.08,15915.28,41.93
9/1/2024,Portland,4648.56,14839.45,3611.39,20622.44,23.85
9/1/2024,Austin,28370.72,11815.29,4202.42,19093.3,70.6
9/1/2024,Detroit,5689.49,20764.52,3000.86,12699.85,21.51
9/1/2024,Charlotte,26791.48,11968.53,11254.32,7347.67,69.12
9/1/2024,Nashville,33859.64,18396.37,6848.33,24717.71,64.8
9/1/2024,Baltimore,14426.05,22189.96,10732.72,9493.02,39.4
9/1/2024,Indianapolis,27970.37,10319.64,7631.02,9148.15,73.05
9/1/2024,Orlando,3704.02,2271.99,427.75,2956.72,61.98
9/1/2024,San Antonio,9503.55,22062.46,4642.78,18796.91,30.11
9/1/2024,Columbus,11164.63,10536.38,2520.92,2804.32,51.45
9/2/2024,New York,4570.76,2217.5,1457.74,1574.23,67.33
9/2/2024,Los Angeles,13580.01,2334.25,4646.08,3026.46,85.33
9/2/2024,Chicago,4637.74,1474.52,826.35,2243.25,75.88
9/2/2024,Houston,7881.07,3526.19,2926.2,2336.88,69.09
9/2/2024,San Francisco,38532.21,21066.05,14978.71,26996.48,64.65
9/2/2024,Miami,4377.57,16965.69,1854.2,5590.6,20.51
9/2/2024,Seattle,17947.88,36826.38,7189.19,47673.44,32.77
9/2/2024,Denver,9344.9,912.36,1607.99,1596.27,91.11
9/2/2024,Boston,5217.85,4894.41,1611.15,1235.34,51.6
9/2/2024,Dallas,2961.97,3219.29,1502.47,976.17,47.92
9/2/2024,Atlanta,7945.41,5523.85,2388.84,7366.83,58.99
9/2/2024,Phoenix,5933.39,373.87,1396.66,604.16,94.07
9/2/2024,Las Vegas,22825.86,9433.4,2850.69,11341.52,70.76
9/2/2024,San Diego,10095.47,32448.79,5784.94,20216.77,23.73
9/2/2024,Philadelphia,14400.21,36635.05,13603.08,13154.79,28.22
9/2/2024,Portland,11462.84,7022.42,4969.64,3698.47,62.01
9/2/2024,Austin,3036.62,5753.64,2531.22,9771.62,34.55
9/2/2024,Detroit,19773.39,1297.87,3571.3,550.28,93.84
9/2/2024,Charlotte,23841.28,23477.98,7682.95,5353.41,50.38
9/2/2024,Nashville,22002.44,30201.82,5835.66,54293.53,42.15
9/2/2024,Baltimore,19636.59,32308.67,11497.95,14017.48,37.8
9/2/2024,Indianapolis,13707.09,11201.17,5572.36,4875.52,55.03
9/2/2024,Orlando,13919.12,14619.14,5391.5,24746.84,48.77
9/2/2024,San Antonio,3271.88,8021.38,1048.38,7354.93,28.97
9/2/2024,Columbus,12912.15,12032.11,4739.55,16279.42,51.76
9/3/2024,New York,5290.95,2509.98,2154.84,2097.25,67.82
9/3/2024,Los Angeles,45662.38,5357.55,7577.08,3372.82,89.5
9/3/2024,Chicago,8395.82,6895.11,3573.51,10361.75,54.91
9/3/2024,Houston,8123.63,1064.3,992.78,500.45,88.42
9/3/2024,San Francisco,6236.78,700.15,1732.83,208.62,89.91
9/3/2024,Miami,6054.11,3846.82,2234.77,3742.61,61.15
9/3/2024,Seattle,13368.08,7072.85,1998.97,6834.91,65.4
9/3/2024,Denver,23261.34,32262.59,14644.32,25154.59,41.89
9/3/2024,Boston,15454.23,18794.7,7725.08,19365.13,45.12
9/3/2024,Dallas,33377.07,26473.86,15008.5,11366.49,55.77
9/3/2024,Atlanta,6910.71,14182.22,2964.64,7255.96,32.76
9/3/2024,Phoenix,10713.07,6514.86,1703.36,5333.14,62.18
9/3/2024,Las Vegas,2811.31,8707.62,2227.12,9368.94,24.41
9/3/2024,San Diego,3115.81,7714.12,2976.14,6134.98,28.77
9/3/2024,Philadelphia,8314.3,12455.63,3183.73,13904.33,40.03
9/3/2024,Portland,27050.44,26469.49,12910.54,40290.02,50.54
9/3/2024,Austin,24383.37,5738.56,6461.55,4082.94,80.95
9/3/2024,Detroit,23137.81,23407.12,12030.38,11841.92,49.71
9/3/2024,Charlotte,5043.44,7972.49,3138.3,10702.18,38.75
9/3/2024,Nashville,7979.15,16042.78,5064.13,23513.72,33.22
9/3/2024,Baltimore,46535.67,4621.26,4714.34,7583.61,90.97
9/3/2024,Indianapolis,9282.92,11319.01,3405.6,18937.98,45.06
9/3/2024,Orlando,10730.99,36325.94,8390.06,10929.68,22.8
9/3/2024,San Antonio,7227.62,12238.31,1943.25,19728.15,37.13
9/3/2024,Columbus,13942.79,4647.14,2833.53,5623.77,75
9/4/2024,New York,21220.72,10030.35,4256.06,3007.23,67.9
9/4/2024,Los Angeles,4225.6,10035.47,1263.89,10275.73,29.63
9/4/2024,Chicago,24588.42,9291.65,3557.2,14262.99,72.57
9/4/2024,Houston,3789.9,5201.17,846.53,2608.68,42.15
9/4/2024,San Francisco,2784.42,5790.65,732.08,9774.02,32.47
9/4/2024,Miami,4083.91,6721.16,1790.01,8095.93,37.8
9/4/2024,Seattle,4595.25,3317.82,1334.75,2319.87,58.07
9/4/2024,Denver,5448.48,1638.59,1356.97,1369.08,76.88
