Date,Location,Renewable Energy (kWh),Non-Renewable Energy (kWh),Energy Cost (USD),Carbon Emissions (Tons),Renewable Efficiency (%)
2/1/2024,New York,2647.01,3481,444.9,5439.98,43.2
2/1/2024,Los Angeles,15567.94,1007.07,1211.6,1155.3,93.92
2/1/2024,Chicago,11412.58,40015.43,13193.98,71249.68,22.19
2/1/2024,Houston,11180.19,18581.82,7582.84,30942.78,37.57
2/1/2024,San Francisco,2551.96,3923.05,1827.53,6354.43,39.41
2/1/2024,Miami,5148.63,1265.38,1122.97,835.74,80.27
2/1/2024,Seattle,6832.47,1909.54,1868.01,1906.06,78.16
2/1/2024,Denver,15274.76,3506.25,3909.52,2034.77,81.33
2/1/2024,Boston,7967.73,20515.28,4727.47,31751.22,27.97
2/1/2024,Dallas,3510.23,1815.78,416.83,1667.43,65.91
2/1/2024,Atlanta,8986.07,18506.94,5325.58,21172.34,32.68
2/1/2024,Phoenix,2082.77,4250.24,624.68,4237.33,32.89
2/1/2024,Las Vegas,7079.17,26234.84,8699.38,22971.66,21.25
2/1/2024,San Diego,9845.1,2834.91,3173.07,1292.42,77.64
2/1/2024,Philadelphia,38450.33,6475.68,6669.74,5019.57,85.59
2/1/2024,Portland,3951.45,796.56,999.11,187.17,83.22
2/1/2024,Austin,4340.42,1629.59,747.01,1919.81,72.7
2/1/2024,Detroit,18051.69,4405.32,5359.26,6197.99,80.38
2/1/2024,Charlotte,8284.08,32228.93,4230.82,23465.39,20.45
2/1/2024,Nashville,31220.28,27714.73,14941.06,42885.85,52.97
2/1/2024,Baltimore,17845.66,5123.35,6044.94,5402.92,77.69
2/1/2024,Indianapolis,6157.77,10526.24,1297.46,6460.73,36.91
2/1/2024,Orlando,6962.08,10449.93,3971.91,8992.92,39.98
2/1/2024,San Antonio,5952.6,19140.41,6431.72,20873.53,23.72
2/1/2024,Columbus,3953.03,1821.98,1661.28,2287.5,68.45
2/2/2024,New York,6051.7,4509.56,2894.45,4162.97,57.3
2/2/2024,Los Angeles,12511.57,45713.69,7441.76,67288.57,21.49
2/2/2024,Chicago,7808.14,8042.12,2433.7,2755.07,49.26
2/2/2024,Houston,3084.84,8461.42,2699.1,5101.83,26.72
2/2/2024,San Francisco,37461.09,4144.17,5758.14,1690.48,90.04
