Date,Location,Renewable Energy (kWh),Non-Renewable Energy (kWh),Energy Cost (USD),Carbon Emissions (Tons),Renewable Efficiency (%)
3/1/2023,New York,4086.22,4362.12,1639.61,5463.07,48.37
3/1/2023,Los Angeles,17427.25,7176.09,3294.87,3182.39,70.83
3/1/2023,Chicago,10496.22,16103.12,3501.93,19451.41,39.46
3/1/2023,Houston,10095.79,2457.55,2164.75,2779.07,80.42
3/1/2023,San Francisco,1821.18,4270.16,1517.41,4425.76,29.9
3/1/2023,Miami,13857.73,9021.61,5077.34,3931.23,60.57
3/1/2023,Seattle,5154.16,1404.18,676.84,1006.26,78.59
3/1/2023,Denver,28870.12,10991.22,6350.76,11294.52,72.43
3/1/2023,Boston,21044.71,2936.63,3994.41,2770.72,87.75
3/1/2023,Dallas,12672.08,14073.26,6464.05,10516.08,47.38
3/1/2023,Atlanta,19355.17,23640.17,10391.72,22105.22,45.02
3/1/2023,Phoenix,2284.7,8479.64,2641.99,5679.7,21.22
3/1/2023,Las Vegas,13640.95,29116.39,7836.55,15647.59,31.9
3/1/2023,San Diego,4329.24,3993.1,1095.93,2993.38,52.02
3/1/2023,Philadelphia,10223.21,2321.13,2386.38,3088.69,81.5
3/2/2023,New York,2920.36,10061.48,2014.21,8322.94,22.5
3/2/2023,Los Angeles,12997.22,11513.62,4752.49,6008.99,53.03
3/2/2023,Chicago,17556.3,6973.54,3331,6841.12,71.57
3/2/2023,Houston,41182.2,6526.64,9416.67,5428.65,86.32
3/2/2023,San Francisco,6437.26,6141.58,2110.58,5131.19,51.18
3/2/2023,Miami,42054.45,4744.39,11456.9,6990.99,89.86
3/2/2023,Seattle,8336.2,15918.64,2616.83,19567.53,34.37
3/2/2023,Denver,11050.39,6039.45,1374.15,1927.71,64.66
3/2/2023,Boston,3222.65,3387.19,821.47,1712.74,48.76
3/2/2023,Dallas,9162.46,10190.38,2451.62,10484.98,47.34
3/2/2023,Atlanta,2668.46,4448.38,1429.33,4286.99,37.5
3/2/2023,Phoenix,37688.02,4606.82,4353.35,3074.6,89.11
3/2/2023,Las Vegas,14819.06,3904.78,2514.83,3628.3,79.15
3/2/2023,San Diego,14986.25,2963.59,3707.35,1175.8,83.49
3/2/2023,Philadelphia,7433.38,10300.46,2522.73,6077.39,41.92
3/3/2023,New York,5778.69,1194.59,1130.22,1585.75,82.87
3/3/2023,Los Angeles,5892.96,8757.32,1606.32,9208.37,40.22
3/3/2023,Chicago,4541.91,3994.37,903.38,5523.73,53.21
3/3/2023,Houston,4544.03,3685.25,700.12,5221.98,55.22
3/3/2023,San Francisco,16426.62,6068.66,3469.14,5682.34,73.02
3/3/2023,Miami,11839.68,7124.6,4387.96,9950.47,62.43
3/3/2023,Seattle,2962.28,8391,2817.97,5288.57,26.09
3/3/2023,Denver,7861.32,5855.96,3117.67,4459.12,57.31
3/3/2023,Boston,5139.34,4073.94,785.73,1536.66,55.78
3/3/2023,Dallas,4258.24,3667.04,1121.59,2562.85,53.73
3/3/2023,Atlanta,15490.44,6596.84,2126.08,8106.39,70.13
3/3/2023,Phoenix,12733.26,9215.02,5193.16,11944.33,58.01
3/3/2023,Las Vegas,28537.93,8214.35,6237.09,3406.61,77.65
3/3/2023,San Diego,8003.55,7494.73,2217.47,4005.71,51.64
3/3/2023,Philadelphia,10997.46,20474.82,7035.87,10747.62,34.94
3/4/2023,New York,6152.32,4056.39,1627.4,2833.62,60.27
3/4/2023,Los Angeles,15044.02,18671.69,7528.12,13721.01,44.62
3/4/2023,Chicago,10794.74,5048.97,3556.37,5177.07,68.13
3/4/2023,Houston,18225.21,14595.5,5213.58,8985.76,55.53
3/4/2023,San Francisco,4605.25,3401.46,1167.98,1412.98,57.52
3/4/2023,Miami,3136.93,12227.78,3280.32,17497.86,20.42
3/4/2023,Seattle,32143.31,5668.4,4804.7,3550.18,85.01
3/4/2023,Denver,13964.25,5088.46,2492.83,5747.27,73.29
3/4/2023,Boston,5961.87,10938.84,3424.91,12349.63,35.28
3/4/2023,Dallas,6106.63,11698.08,1466.7,13512.74,34.3
3/4/2023,Atlanta,7851.09,24357.62,4826.52,13045.06,24.38
3/4/2023,Phoenix,10903.76,5537.95,2263.63,1986.4,66.32
3/4/2023,Las Vegas,11141.14,15426.57,5720.46,16319.41,41.93
3/4/2023,San Diego,7727.95,13257.76,3568.06,15261.07,36.82
3/4/2023,Philadelphia,12999.51,7514.2,2555.5,8143.3,63.37
3/5/2023,New York,28422.13,3158.81,7257.69,1848.48,90
3/5/2023,Los Angeles,3593.2,6485.74,2513.69,5806.92,35.65
3/5/2023,Chicago,23144.27,15930.67,9410.01,21122.32,59.23
3/5/2023,Houston,12583.33,2606.61,1768.2,2763.5,82.84
3/5/2023,San Francisco,4655.14,11077.8,2095.21,7905.8,29.59
3/5/2023,Miami,4396.93,4598.01,1268.44,1953.2,48.88
3/5/2023,Seattle,15465.58,27554.36,4253.34,9109.98,35.95
3/5/2023,Denver,7808.61,11297.33,3914.91,11670.84,40.87
3/5/2023,Boston,14134.13,4023.81,2687.23,1915.7,77.84
3/5/2023,Dallas,13196.07,16609.87,3185.86,14904.82,44.27
3/5/2023,Atlanta,4043.15,4742.79,1738.85,3971.79,46.02
3/5/2023,Phoenix,10381.05,1906.89,2486.17,619.97,84.48
3/5/2023,Las Vegas,18617.95,6210.99,3662.59,2888.3,74.98
3/5/2023,San Diego,15260.73,3337.21,3155.6,3798.14,82.06
3/5/2023,Philadelphia,13340.15,2426.79,3768.12,3053.01,84.61
3/6/2023,New York,4712.51,4311.57,1238.72,2995.91,52.22
3/6/2023,Los Angeles,11814.37,16343.71,2943.31,13974.58,41.96
3/6/2023,Chicago,4275.5,7517.58,2273.34,3308.73,36.25
3/6/2023,Houston,12980.79,6111.29,1774.87,6257.82,67.99
3/6/2023,San Francisco,33365.81,8358.27,8211.04,5397.81,79.97
3/6/2023,Miami,11449.79,10342.29,2314.11,12137.43,52.54
3/6/2023,Seattle,19897.82,5440.26,5326.45,5155.46,78.53
3/6/2023,Denver,16337.37,30719.71,7118.25,13914.33,34.72
3/6/2023,Boston,7404.27,19979.81,3203.83,7898.64,27.04
3/6/2023,Dallas,18366.3,21599.78,4797.28,29687.74,45.95
3/6/2023,Atlanta,3469.64,8298.44,1564.67,8061.54,29.48
3/6/2023,Phoenix,11250.16,3867.92,1560.31,2515.46,74.42
3/6/2023,Las Vegas,30142.49,8758.59,4233.08,6656.65,77.48
3/6/2023,San Diego,10048.68,8897.4,1998.95,5214.77,53.04
3/6/2023,Philadelphia,21240.71,9910.37,4026.84,3836.01,68.19
3/7/2023,New York,3906.17,8844.73,1058.85,10586.06,30.63
3/7/2023,Los Angeles,16605.25,3746.65,1969.19,5211.29,81.59
3/7/2023,Chicago,4202.3,3087.6,1609.92,4324.09,57.65
3/7/2023,Houston,7573.56,1632.34,1338.22,833.24,82.27
3/7/2023,San Francisco,6711.19,3130.71,2184.07,1432.04,68.19
3/7/2023,Miami,21263.73,3032.17,3085.91,1908.09,87.52
3/7/2023,Seattle,5137.53,9342.37,2769.49,13229.14,35.48
3/7/2023,Denver,34505.42,4247.48,7966.09,2669.02,89.04
3/7/2023,Boston,8999.5,8635.4,2686.46,11528.56,51.03
3/7/2023,Dallas,11891.5,4515.4,3997.22,6454.68,72.48
3/7/2023,Atlanta,5027.75,3102.15,1786.61,3776.46,61.84
3/7/2023,Phoenix,4235.92,16489.98,4053.39,24561.36,20.44
3/7/2023,Las Vegas,16776.09,20619.81,7725.81,27380.76,44.86
3/7/2023,San Diego,7422.07,10423.83,1846.14,3146.15,41.59
3/7/2023,Philadelphia,24067.57,9732.33,2740.77,14065.14,71.21
3/8/2023,New York,11598.62,16384.53,3449.67,10409.05,41.45
3/8/2023,Los Angeles,6329.45,16379.7,3226.43,18566.86,27.87
3/8/2023,Chicago,8767.12,5381.03,2198.71,4624.63,61.97
3/8/2023,Houston,27465.04,20626.11,5708,28548.28,57.11
3/8/2023,San Francisco,26564.88,10153.27,4643.85,9387.87,72.35
3/8/2023,Miami,6046.32,10825.83,3707.17,11359.29,35.84
3/8/2023,Seattle,8243.99,5815.16,2795.68,6726.67,58.64
3/8/2023,Denver,18830.86,10404.29,4669.93,15309.9,64.41
3/8/2023,Boston,37267.91,7468.24,4682.63,9339.04,83.31
