Date,Location,Renewable Energy (kWh),Non-Renewable Energy (kWh),Energy Cost (USD),Carbon Emissions (Tons),Renewable Efficiency (%)
8/1/2023,New York,16060.17,24574.34,5941.33,5412.18,57.67
8/1/2023,Los Angeles,10575.37,2530.97,2095.33,7170.59,80.69
8/1/2023,Chicago,11905.73,4157.61,1471.04,8336.43,74.12
8/1/2023,Houston,25259.34,13025,9245.09,20243.02,65.98
8/1/2023,San Francisco,29504.2,11640.14,9908.7,4265.74,71.71
8/1/2023,Miami,32970.55,9861.79,8853.04,3042.89,76.98
8/1/2023,Seattle,26187.66,2943.68,4505.71,1078.38,89.9
8/1/2023,Denver,6878.89,11499.45,2096.34,5113.39,37.43
8/1/2023,Boston,5330.84,4017.5,1457.67,1034.83,57.02
8/1/2023,Dallas,8678.13,6978.21,2428.4,6684.22,55.43
8/1/2023,Atlanta,71931.82,2305.43,3055.61,6220.71,82.63
8/1/2023,Phoenix,4680.91,1567.43,641.69,1569.09,74.91
8/1/2023,Las Vegas,17866.51,13577.83,5277.12,2790.19,56.82
8/1/2023,San Diego,5541.03,13492.31,4175.62,6710.31,29.11
8/1/2023,Philadelphia,20407.27,10034.07,4312.09,4214.76,67.04
8/2/2023,New York,8972.45,32900.78,5789.86,2750.63,36
8/2/2023,Los Angeles,4790.22,6324.62,2373.42,2260.39,43.1
8/2/2023,Chicago,36230.8,8924.04,3724.75,9495.66,80.24
8/2/2023,Houston,10341.71,9593.13,2408.47,2573.08,51.88
8/2/2023,San Francisco,9637.11,7264.73,3248.93,4239,57.02
8/2/2023,Miami,7606.17,10535.67,4048.77,10665.67,41.93
8/2/2023,Seattle,27929.17,10088.67,5343.35,8236.09,73.46
8/2/2023,Denver,3393.45,5828.39,1752.39,2572.6,36.8
8/2/2023,Boston,19492.32,9539.52,2482.76,8147.33,67.14
8/2/2023,Dallas,5048.37,5024.47,1515.1,13281.75,50.12
8/2/2023,Atlanta,79952.36,2860.66,3274.69,1945.2,83.96
8/2/2023,Phoenix,2910.66,8821.18,2361.85,7758.65,24.81
8/2/2023,Las Vegas,11292.44,1350.4,2106.65,3746.3,89.32
8/2/2023,San Diego,16104.66,2953.18,4369.72,8037.35,84.5
8/2/2023,Philadelphia,21726.48,25153.36,6097.63,2213.43,46.35
8/3/2023,New York,20306.89,7408.78,5150.99,2366.7,86.37
8/3/2023,Los Angeles,20811.27,26785.01,5108.47,2415.91,43.72
8/3/2023,Chicago,7768.54,19657.74,4543.74,3864.19,28.33
8/3/2023,Houston,18889.38,3108.9,5484.54,34328.85,85.87
8/3/2023,San Francisco,14251.43,2920.85,2561.82,8663,82.99
8/3/2023,Miami,6511,5571.28,2260.27,3802.92,53.89
8/3/2023,Seattle,23409.91,10802.37,5678.85,9564.14,68.43
8/3/2023,Denver,23839.64,24071.64,5356.52,2865.93,49.76
8/3/2023,Boston,6689.34,1388.94,709.05,9071.15,82.81
8/3/2023,Dallas,4919.8,1290.48,719.27,2499.09,79.22
8/3/2023,Atlanta,90311.24,8936.66,7153.2,9182.61,69.28
8/3/2023,Phoenix,22901.26,4810.02,4138.34,5089.82,82.64
8/3/2023,Las Vegas,13396.32,4924.96,4494.81,12226.55,73.12
8/3/2023,San Diego,9993.42,4766.86,2732.11,3473.29,67.7
8/3/2023,Philadelphia,12809.02,2318.26,3477.12,3605.07,84.67
8/4/2023,New York,21576.66,9770.1,5769.66,20647.93,83.11
