Date,Location,Renewable Energy (kWh),Non-Renewable Energy (kWh),Energy Cost (USD),Carbon Emissions (Tons),Renewable Efficiency (%)
12/1/2024,New York,7060.8,12676.21,2643.65,20508.86,35.77
12/1/2024,Los Angeles,1757.1,6482.91,2103.1,7003.53,21.32
12/1/2024,Chicago,1974.45,4090.56,1725.16,6395.98,32.55
12/1/2024,Houston,41703.77,2978.24,4197.69,2737.84,93.33
12/1/2024,San Francisco,8207.47,8653.54,4601.48,1914.96,48.68
12/1/2024,Miami,6047.18,3303.83,2309.04,3979.27,64.67
12/1/2024,Seattle,28310.83,8429.18,7452.15,4799.93,77.06
12/1/2024,Denver,20053.75,17476.26,10996.58,9890.86,53.43
12/1/2024,Boston,9886.28,14464.73,3737.51,15393.06,40.6
12/1/2024,Dallas,3926.48,3431.53,1577.01,2621.53,53.36
12/1/2024,Atlanta,43711.79,12997.22,13869.1,3432.17,77.08
12/1/2024,Phoenix,50114.61,2750.4,8707.52,4577.89,94.8
12/1/2024,Las Vegas,14247.21,38980.8,6312.87,44368.42,26.77
12/1/2024,San Diego,5271.11,1030.9,482.1,1317.62,83.64
12/1/2024,Philadelphia,5629.88,8422.13,2879.16,4155.81,40.06
12/1/2024,Portland,4310.9,467.11,1226.53,217.8,90.22
12/1/2024,Austin,13830.96,35438.05,10140.69,62257.09,28.07
12/1/2024,Detroit,11738.02,7241.99,2856.89,3548.52,61.84
12/1/2024,Charlotte,12602.78,6133.23,1490.72,8601.15,67.27
12/1/2024,Nashville,10664.98,3356.03,2104.99,5676.51,76.06
12/1/2024,Baltimore,12498.71,13053.3,3894.27,15534.8,48.91
12/1/2024,Indianapolis,13513.18,11615.83,6011.51,16163.51,53.78
12/1/2024,Orlando,15118.11,32481.9,10435.55,21467.32,31.76
12/1/2024,San Antonio,4720.63,1364.38,693.14,688.62,77.58
12/1/2024,Columbus,35880.05,10668.96,11332.93,17978.23,77.08
12/2/2024,New York,11571.31,5507.95,3385.37,5593.81,67.75
12/2/2024,Los Angeles,52804.27,5552.99,4593.9,7774.43,90.48
12/2/2024,Chicago,7809.4,12759.86,2662.92,19736.43,37.97
12/2/2024,Houston,12499.68,4195.58,1824.62,2001.79,74.87
12/2/2024,San Francisco,27901.1,25183.16,6310.98,37857.75,52.56
12/2/2024,Miami,8604.45,2175.81,1886.01,896.58,79.82
12/2/2024,Seattle,27691.59,5530.67,4521.47,8055.77,83.35
12/2/2024,Denver,23310.26,22684,10016.48,20426.77,50.68
12/2/2024,Boston,5502.61,2579.65,2321.97,805.38,68.08
12/2/2024,Dallas,37434.12,13072.14,5762.87,2733.14,74.12
12/2/2024,Atlanta,36097.98,19942.28,7877.52,19136.64,64.41
12/2/2024,Phoenix,27123.8,4836.46,3775.12,4376.95,84.87
12/2/2024,Las Vegas,12466.06,859.2,2253.63,1471.25,93.55
12/2/2024,San Diego,5054.59,665.67,1073.71,1087.48,88.36
12/2/2024,Philadelphia,10922.2,15071.06,3117.22,21448.99,42.02
12/2/2024,Portland,31940.64,18225.62,7034.76,4947.84,63.67
12/2/2024,Austin,14840.38,21240.88,6143.03,10133.79,41.13
12/2/2024,Detroit,39951.31,6847.95,12661.99,11135.75,85.37
12/2/2024,Charlotte,21503.52,4862.74,4835.64,7884.69,81.56
12/2/2024,Nashville,26125.36,1914.9,5289.49,1600.26,93.17
12/2/2024,Baltimore,49389.71,7006.55,11452.15,2581.74,87.58
12/2/2024,Indianapolis,27633.69,17131.57,3381.09,22612.59,61.73
12/2/2024,Orlando,5211.95,2900.31,1791.95,4172.53,64.25
12/2/2024,San Antonio,24120.5,23397.76,8632.26,33966.96,50.76
12/2/2024,Columbus,3865.21,7047.05,1281.95,10823.37,35.42
12/3/2024,New York,6306.32,1105.61,1181.43,542.97,85.08
12/3/2024,Los Angeles,1662.68,4091.25,1365.48,5169.91,28.9
12/3/2024,Chicago,19409.46,3892.47,3711.12,3297.61,83.3
12/3/2024,Houston,30790.43,9959.5,6632.46,11775.01,75.56
12/3/2024,San Francisco,9160.32,14057.61,6590.61,10635.75,39.45
12/3/2024,Miami,38999.53,22136.4,16009.98,22202.43,63.79
12/3/2024,Seattle,6860.37,1913.56,1078.89,3404.39,78.19
12/3/2024,Denver,36903.18,18556.75,10066.27,8725.07,66.54
12/3/2024,Boston,9204.66,2054.27,1325.05,2628.08,81.75
12/3/2024,Dallas,12467.33,6208.6,1404.54,7921.67,66.76
12/3/2024,Atlanta,17547.51,15274.42,2676.47,12130.69,53.46
12/3/2024,Phoenix,6415.05,11909.88,2915.8,9626.55,35.01
12/3/2024,Las Vegas,5478.22,9247.71,3175.37,15187.5,37.2
12/3/2024,San Diego,16353.88,15110.05,4361.32,4124.85,51.98
12/3/2024,Philadelphia,5584.06,2717.87,2063.32,4668.15,67.26
12/3/2024,Portland,52467.8,5747.13,5795.02,8943.13,90.13
12/3/2024,Austin,4947.82,9473.11,1967.39,8462.9,34.31
12/3/2024,Detroit,1836.88,7173.05,2256.73,7127.47,20.39
12/3/2024,Charlotte,26756.89,34350.04,14989.69,37538.23,43.79
12/3/2024,Nashville,7914.76,21759.17,4620.74,6378.01,26.67
12/3/2024,Baltimore,6897.32,3424.61,1156.88,5030.39,66.82
12/3/2024,Indianapolis,8293.17,2625.76,3260.49,3263.74,75.95
12/3/2024,Orlando,23693.47,7351.46,7348.42,7270.49,76.32
12/3/2024,San Antonio,30635.07,25331.86,16596,11750.03,54.74
12/3/2024,Columbus,36574.67,2271.26,6957.72,3980.57,94.15
12/4/2024,New York,10892.68,6730.39,1865.51,5015.47,61.81
12/4/2024,Los Angeles,6853.96,4413.11,2239.64,7880.58,60.83
12/4/2024,Chicago,10148.29,18087.78,3775.39,28176.05,35.94
12/4/2024,Houston,5170.63,2581.44,1715.07,795.03,66.7
12/4/2024,San Francisco,17462.82,29837.25,11109.46,29242.77,36.92
12/4/2024,Miami,48324.36,10782.71,5913.28,10593.93,81.76
12/4/2024,Seattle,21837.65,26079.42,5253.27,19916.27,45.57
12/4/2024,Denver,43159.62,5689.45,9728.61,2400.44,88.35
12/4/2024,Boston,22320.3,2268.77,5735.38,1768.89,90.77
12/4/2024,Dallas,6293.17,9402.9,4677.9,10923.66,40.09
12/4/2024,Atlanta,3180.79,7626.28,1688.13,12422.23,29.43
12/4/2024,Phoenix,12592.91,26553.16,2970.58,43716.68,32.17
12/4/2024,Las Vegas,4940.74,15891.33,5866.47,10523.32,23.72
12/4/2024,San Diego,7176.29,5683.78,3178.67,4975.31,55.8
12/4/2024,Philadelphia,11383.56,26991.51,3812.92,36695.57,29.66
12/4/2024,Portland,5782.04,6314.03,1165.93,3784.02,47.8
12/4/2024,Austin,7407.56,24439.51,7467.35,16384.26,23.26
12/4/2024,Detroit,13719.4,6009.67,3391.64,7762.67,69.54
12/4/2024,Charlotte,13639.1,16210.97,3066.58,24162.33,45.69
12/4/2024,Nashville,18765.96,38262.11,7437.98,43789.64,32.91
12/4/2024,Baltimore,45512.68,7539.39,8818.64,10772,85.79
12/4/2024,Indianapolis,13947.34,1241.73,2661.96,696.8,91.82
12/4/2024,Orlando,6021.55,4574.52,1289.43,8213.13,56.83
12/4/2024,San Antonio,7238.79,14293.28,1906.75,24991.8,33.62
12/4/2024,Columbus,11572.2,3106.87,4290.27,694.75,78.83
12/5/2024,New York,8645.23,2513.18,2262.87,3901.3,77.48
12/5/2024,Los Angeles,44620.67,9033.74,6356.35,8331.45,83.16
12/5/2024,Chicago,13423.84,5347.57,2159.88,7622.74,71.51
12/5/2024,Houston,6105.52,5308.89,2840.14,1758.46,53.49
12/5/2024,San Francisco,13591.35,10335.06,1991.44,12533.72,56.8
12/5/2024,Miami,6467.54,4563.87,3286.95,1688.37,58.63
12/5/2024,Seattle,3089.15,3989.26,1501.89,5046.12,43.64
12/5/2024,Denver,12745.86,44698.55,8115.27,61491.14,22.19
12/5/2024,Boston,13195.15,4656.26,2545.29,4775.35,73.92
12/5/2024,Dallas,6661.98,3963.43,2661.01,6364.04,62.7
12/5/2024,Atlanta,13969.98,8939.43,5165.05,14376.7,60.98
12/5/2024,Phoenix,5858.73,5942.68,1923.52,3003.63,49.64
12/5/2024,Las Vegas,11994.35,4689.06,2599.19,3649.61,71.89
12/5/2024,San Diego,36487.32,7786.09,9045.37,13134.21,82.41
12/5/2024,Philadelphia,30927.25,8122.16,5493.64,6128.35,79.2
12/5/2024,Portland,15913.3,9423.11,4422.03,14618.52,62.81
12/5/2024,Austin,12701.92,8987.49,3858.41,4321.4,58.56
12/5/2024,Detroit,8614.48,5630.93,1909.17,5396.93,60.47
12/5/2024,Charlotte,3655.82,7093.59,1374.78,8817.28,34.01
12/5/2024,Nashville,15771.08,17880.33,5665.73,12419.19,46.87
12/5/2024,Baltimore,12398.58,2572.83,3793.02,4506.5,82.82
12/5/2024,Indianapolis,7365.73,1123.68,617.16,265.7,86.76
12/5/2024,Orlando,6566.89,9171.52,3424.09,9489.81,41.73
12/5/2024,San Antonio,7627.43,997.98,937.73,1032.32,88.43
12/5/2024,Columbus,4073.44,12721.97,2644.72,8427.12,24.25
12/6/2024,New York,27620.27,5412.85,4472.84,2136.15,83.61
12/6/2024,Los Angeles,14483.61,3415.51,3242.66,3359.64,80.92
12/6/2024,Chicago,31514.17,1793.95,6742.18,1837.45,94.61
12/6/2024,Houston,6838.66,2749.46,833.76,4835.09,71.32
12/6/2024,San Francisco,4288.6,13185.52,4054.37,5881.19,24.54
12/6/2024,Miami,16330.28,10259.84,2990.15,11902.94,61.41
12/6/2024,Seattle,2771.26,8210.86,2882.28,6152.02,25.23
12/6/2024,Denver,9123.32,7849.8,4432.6,6761.37,53.75
12/6/2024,Boston,9316.32,754.8,3010.57,693.95,92.51
12/6/2024,Dallas,46049.77,14455.35,7861.33,22133.4,76.11
12/6/2024,Atlanta,4056.14,2746.98,1856.52,2846.89,59.62
12/6/2024,Phoenix,25864.8,18904.32,10640.61,12849.32,57.77
12/6/2024,Las Vegas,6075.52,3748.6,824.15,3187.8,61.84
12/6/2024,San Diego,16560.3,11555.82,3292.42,6463.08,58.9
12/6/2024,Philadelphia,5215.81,3286.31,615.55,3957.27,61.35
12/6/2024,Portland,1816.16,6876.96,1090.6,6337.75,20.89
12/6/2024,Austin,26660.75,11973.37,8355.34,6833.7,69.01
12/6/2024,Detroit,16638.32,38111.8,12139.45,58520.34,30.39
12/6/2024,Charlotte,3882.61,3975.51,2111.73,6107.51,49.41
12/6/2024,Nashville,7234.4,3355.72,3066.71,1415.59,68.31
12/6/2024,Baltimore,16323.56,41261.56,16559.17,57350.14,28.35
12/6/2024,Indianapolis,30215.34,19224.78,11905.42,7494.83,61.12
12/6/2024,Orlando,19461.98,25926.14,6227.45,35943.14,42.88
12/6/2024,San Antonio,27487.76,33498.36,6547.06,27481.43,45.07
12/6/2024,Columbus,5804.03,14970.09,2421.43,26826.82,27.94
12/7/2024,New York,17546.17,22015.18,10499.08,6815.47,44.35
12/7/2024,Los Angeles,6316.6,1969.75,1777.56,3507.03,76.23
12/7/2024,Chicago,5516.86,7117.49,1363.75,3802.2,43.67
12/7/2024,Houston,2726.56,7631.79,2079.84,8139.55,26.32
12/7/2024,San Francisco,17873.36,4713.99,6269.77,4378.8,79.13
12/7/2024,Miami,29547.44,11979.91,7184.51,2700.43,71.15
12/7/2024,Seattle,6397.91,734.44,2024.99,346.7,89.7
12/7/2024,Denver,10134.38,23533.97,4853.34,32143.63,30.1
12/7/2024,Boston,20031.21,22975.14,6255.45,13129.83,46.58
12/7/2024,Dallas,5375.06,13280.29,1321.1,14375.38,28.81
12/7/2024,Atlanta,27133.45,28183.9,4633.4,47098.34,49.05
12/7/2024,Phoenix,7215.96,4398.39,1148.43,4009.2,62.13
12/7/2024,Las Vegas,23797.96,22431.39,4360.52,23770.51,51.48
12/7/2024,San Diego,14452.02,28006.33,7230.53,6303.87,34.04
12/7/2024,Philadelphia,7873.52,1355.83,1655.29,273.64,85.31
12/7/2024,Portland,4160.09,10980.26,3566.85,17211.39,27.48
12/7/2024,Austin,13705.45,5556.9,3823.02,6491.41,71.15
12/7/2024,Detroit,27093.61,2853.74,7838.53,3469.11,90.47
12/7/2024,Charlotte,4903.23,16197.12,3974.45,28020.64,23.24
12/7/2024,Nashville,5490.02,3304.33,2213.94,1583.89,62.43
12/7/2024,Baltimore,2808.36,9954.99,1306.81,17255.67,22
12/7/2024,Indianapolis,33628.48,2728.87,9703.84,3465.82,92.49
12/7/2024,Orlando,14624.3,2747.05,4036.38,2702.66,84.19
12/7/2024,San Antonio,13618.08,9812.27,4634.97,10731.83,58.12
12/7/2024,Columbus,11737.87,11533.48,4721.09,15145.02,50.44
12/8/2024,New York,32761.75,10268.97,7140.51,6273.28,76.14
12/8/2024,Los Angeles,16888.64,6021.08,5929.7,9242.44,73.72
12/8/2024,Chicago,12273.64,31870.08,9302.23,18817.45,27.8
12/8/2024,Houston,19837.03,38216.69,4548.27,28753.56,34.17
12/8/2024,San Francisco,11100.56,19872.16,9083.63,28745.94,35.84
12/8/2024,Miami,36603.37,10512.35,9075.15,8716.19,77.69
12/8/2024,Seattle,20418.05,3601.67,6953.2,4162,85.01
12/8/2024,Denver,18626.25,32307.47,6270.25,36027.13,36.57
12/8/2024,Boston,9397,4181.72,1298.36,3969.26,69.2
12/8/2024,Dallas,11375.27,5405.45,3611.32,3973.28,67.79
12/8/2024,Atlanta,3485.99,5226.73,1458.89,2678.92,40.01
12/8/2024,Phoenix,5746.89,4719.83,2675.36,5934.8,54.91
12/8/2024,Las Vegas,42900.88,8585.84,12876.25,13371.61,83.32
12/8/2024,San Diego,5136.39,5416.33,1357.03,6782.37,48.67
12/8/2024,Philadelphia,11864.28,681.44,2823.61,913.53,94.57
12/8/2024,Portland,17150.78,15535.94,6334.24,4602.08,52.47
12/8/2024,Austin,11293.85,13474.87,1844.54,23984.7,45.6
12/8/2024,Detroit,23204.64,20928.08,9406.64,28999.24,52.58
12/8/2024,Charlotte,13812.22,28848.5,12337.57,9219.51,32.38
12/8/2024,Nashville,5278.43,2560.29,910.61,1746.83,67.34
12/8/2024,Baltimore,4530.76,3215.96,2318.41,2403.52,58.49
12/8/2024,Indianapolis,7308.91,14001.81,5846.92,18817.11,34.3
12/8/2024,Orlando,10525.75,5225.97,2455.24,3724.64,66.82
12/8/2024,San Antonio,36499.67,11553.05,11837.7,3688.1,75.96
12/8/2024,Columbus,29439.05,4419.67,8243.66,3277.42,86.95
12/9/2024,New York,7923.74,29028.8,3445.2,36820.1,21.44
12/9/2024,Los Angeles,24074.61,23251.93,9781.62,27979.8,50.87
12/9/2024,Chicago,30551.61,13530.93,10425.25,10703.12,69.31
12/9/2024,Houston,43233.95,3716.59,11197.04,1428.83,92.08
12/9/2024,San Francisco,21279.39,10847.15,5246.14,4914.14,66.24
12/9/2024,Miami,6161.19,23636.35,8163.84,28187.85,20.68
12/9/2024,Seattle,6298.81,7021.73,1755.54,2132.37,47.29
12/9/2024,Denver,21678.97,3754.57,6000.46,4891.77,85.24
12/9/2024,Boston,9286.99,9516.55,4521.75,2792.43,49.39
12/9/2024,Dallas,7270.75,4140.79,1868.81,3861.39,63.71
12/9/2024,Atlanta,23191.61,32342.93,12234.16,23095,41.76
12/9/2024,Phoenix,19754.14,10259.4,2194.37,5591.83,65.82
12/9/2024,Las Vegas,11281.12,4624.42,1520.39,1192.57,70.93
12/9/2024,San Diego,21278.54,30470,3678.61,43200.51,41.12
12/9/2024,Philadelphia,25863.27,25804.27,12103.73,11851.12,50.06
12/9/2024,Portland,24360.8,4059.74,2436.76,3398.48,85.72
12/9/2024,Austin,2574.8,4647.74,1580.14,2472.99,35.65
12/9/2024,Detroit,42911.34,19821.2,5661.72,21765.05,68.4
12/9/2024,Charlotte,10910.19,731.35,1177.22,1213.03,93.72
12/9/2024,Nashville,18510.86,16456.68,4596.72,14510.85,52.94
12/9/2024,Baltimore,2555.27,4643.27,961.84,7568.41,35.5
12/9/2024,Indianapolis,5773.68,3442.86,1391.99,1806.12,62.64
12/9/2024,Orlando,7506.47,8474.07,2887.85,11902.09,46.97
12/9/2024,San Antonio,37959.01,8327.53,11277,11602.73,82.01
12/9/2024,Columbus,24994.46,30325.08,9827.46,19170.65,45.18
12/10/2024,New York,43061.63,9766.26,10066.01,7921.68,81.51
12/10/2024,Los Angeles,4394.24,4769.65,1681.44,8578.23,47.95
12/10/2024,Chicago,32719.33,8622.56,7394.44,6733.61,79.14
12/10/2024,Houston,7216.94,1763.95,1880.06,911.43,80.36
12/10/2024,San Francisco,14107.71,5956.18,2300.77,2066.58,70.31
