Date,Location,Renewable Energy (kWh),Non-Renewable Energy (kWh),Energy Cost (USD),Carbon Emissions (Tons),Renewable Efficiency (%)
11/1/2024,New York,11870.29,32254.72,10770.68,22775.96,26.9
11/1/2024,Los Angeles,13405.07,2891.94,4798.52,4276.57,82.25
11/1/2024,Chicago,3124.59,6125.42,783.42,1804.68,33.78
11/1/2024,Houston,2441.41,3426.6,1701.96,3653.93,41.61
11/1/2024,San Francisco,5690.82,2207.19,1413.83,2735.12,72.05
11/1/2024,Miami,2653.92,6108.09,1990.08,10041.19,30.29
11/1/2024,Seattle,39209.5,3498.51,11548.53,3713.31,91.81
11/1/2024,Denver,43926.83,13967.18,8154,23498.63,75.87
11/1/2024,Boston,19057.65,21397.36,4183.78,20454.69,47.11
11/1/2024,Dallas,34463.39,11941.62,8346.16,15614.65,74.27
11/1/2024,Atlanta,2995.66,7950.35,1130.75,5603.37,27.37
11/1/2024,Phoenix,31113.24,10768.77,10673.82,7144.31,74.29
11/1/2024,Las Vegas,13142.91,38968.1,13215.9,23142.07,25.22
11/1/2024,San Diego,4497.58,285.43,1117.28,184.27,94.03
11/1/2024,Philadelphia,34611.07,5825.94,4392.15,1432.51,85.59
11/1/2024,Portland,4046.44,1194.57,1260.31,2118.42,77.21
11/1/2024,Austin,34639.9,7745.11,10599.36,12789.64,81.73
11/1/2024,Detroit,23560.5,9073.51,2900.79,2532.64,72.2
11/1/2024,Charlotte,17415.3,9571.71,5606.32,12378.1,64.53
11/1/2024,Nashville,6793.61,9543.4,4170.08,14293.23,41.58
11/1/2024,Baltimore,4532.27,2955.74,1546.27,4044.69,60.53
11/1/2024,Indianapolis,5777.12,4016.89,1026.62,7047.77,58.99
11/1/2024,Orlando,3860.58,5494.43,1456.39,6739.28,41.27
11/1/2024,San Antonio,2201.19,4776.82,1897.92,7423.18,31.54
11/1/2024,Columbus,6021.3,9747.71,4236.89,2250.23,38.18
11/2/2024,New York,4333.28,2731.98,1332.05,1692.95,61.33
11/2/2024,Los Angeles,10925.35,2521.91,964.44,3968.12,81.25
11/2/2024,Chicago,16298.22,35147.04,6014.92,45838.39,31.68
11/2/2024,Houston,20210.35,14550.91,6790.31,22941.12,58.14
11/2/2024,San Francisco,11127.64,5804.62,2085.64,5746.55,65.72
11/2/2024,Miami,40144.29,5937.97,5975.65,1855.24,87.11
11/2/2024,Seattle,11947.43,12623.83,4276.84,7346.22,48.62
11/2/2024,Denver,6373.27,9157.99,3542.04,15414.64,41.04
11/2/2024,Boston,10430.06,20483.2,2865.77,24513.85,33.74
11/2/2024,Dallas,2933.93,3478.33,1664.44,2431.43,45.76
11/2/2024,Atlanta,9565.01,33392.25,3015.47,20489.28,22.27
11/2/2024,Phoenix,8420.99,922.27,2593.48,802.13,90.13
11/2/2024,Las Vegas,4078.62,7944.64,2945.24,7885.4,33.92
11/2/2024,San Diego,9218.34,1425.92,2221.89,1957.87,86.6
11/2/2024,Philadelphia,11925.92,22517.34,10055.44,31018.44,34.62
11/2/2024,Portland,6888.46,25010.8,2347.17,41602.9,21.59
11/2/2024,Austin,30374.97,25266.29,9916.11,37802.38,54.59
11/2/2024,Detroit,12342.66,22651.6,7705.42,21691.13,35.27
11/2/2024,Charlotte,25884.94,2763.32,2480,4540.72,90.35
11/2/2024,Nashville,36897.34,3099.92,11834.07,5081.21,92.25
11/2/2024,Baltimore,11070.27,15312.99,5166.04,10443.36,41.96
11/2/2024,Indianapolis,11143.74,4344.52,2391.52,2959.09,71.95
11/2/2024,Orlando,17197.53,15276.73,2516.78,23100.77,52.96
11/2/2024,San Antonio,15857.43,39493.83,6723.93,33455.7,28.65
11/2/2024,Columbus,8619.6,2080.66,2793,1544.35,80.56
11/3/2024,New York,12312.65,698.28,2258.12,590.3,94.63
11/3/2024,Los Angeles,14089.58,7368.35,1915.89,11301.41,65.66
11/3/2024,Chicago,10675.03,13218.9,7024.72,11582.88,44.68
11/3/2024,Houston,9624.79,1687.14,3357.83,568.48,85.09
11/3/2024,San Francisco,11730.3,2394.63,2947.34,2355.66,83.05
11/3/2024,Miami,10586.18,3558.75,1259.29,1124.09,74.84
11/3/2024,Seattle,26505.11,32234.82,10472.3,33451.71,45.12
11/3/2024,Denver,20629.56,8924.37,6616.13,4442.91,69.8
11/3/2024,Boston,13339.75,20806.18,10174.27,19446.88,39.07
11/3/2024,Dallas,15733.96,2052.97,3390,522.24,88.46
11/3/2024,Atlanta,4696.83,3373.1,1792.79,2988.23,58.2
11/3/2024,Phoenix,17568.62,1793.31,5410.67,1253.32,90.74
11/3/2024,Las Vegas,24911.47,34671.46,14130.69,30019.17,41.81
11/3/2024,San Diego,20823.05,2618.88,4609.87,3204.53,88.83
11/3/2024,Philadelphia,16588,32465.93,7214.93,8096.82,33.82
11/3/2024,Portland,13725.3,1432.63,1350.17,1791.15,90.55
11/3/2024,Austin,16602.24,43044.69,13719.56,58974.53,27.83
