Date,Location,Renewable Energy (kWh),Non-Renewable Energy (kWh),Energy Cost (USD),Carbon Emissions (Tons),Renewable Efficiency (%)
4/1/2024,New York,6959,22806.01,8471.28,22904.8,23.38
4/1/2024,Los Angeles,10050.8,34595.21,7375.57,57930.22,22.51
4/1/2024,Chicago,1648.2,3382.81,821.32,3673.33,32.76
4/1/2024,Houston,39192.84,19001.17,11280.4,23190.07,67.35
4/1/2024,San Francisco,18785.4,25339.61,12963.41,10130.57,42.57
4/1/2024,Miami,38044.57,8792.44,11724.02,14115.05,81.23
4/1/2024,Seattle,39215.45,5031.56,5996.96,4003.41,88.63
4/1/2024,Denver,2730.07,3067.94,952.91,5356.11,47.09
4/1/2024,Boston,22726.34,7160.67,2207.43,4490.9,76.04
4/1/2024,Dallas,6066.1,9247.91,3943.93,13362.4,39.61
4/1/2024,Atlanta,29626.66,20471.35,14269.88,23363.44,59.14
4/1/2024,Phoenix,9305.12,3585.89,3745.04,4380.12,72.18
4/1/2024,Las Vegas,10582.71,7133.3,2449.88,6722.39,59.74
4/1/2024,San Diego,13666.71,3563.3,3770.41,5887.39,79.32
4/1/2024,Philadelphia,17760.82,17922.19,3330.32,24141.86,49.77
4/1/2024,Portland,3672.27,2484.74,804.76,773.39,59.64
4/1/2024,Austin,3464.18,1700.83,918.23,844.47,67.07
4/1/2024,Detroit,4363.4,4926.61,1027.81,7640.55,46.97
4/1/2024,Charlotte,40441.67,18324.34,12013.16,14806.5,68.82
4/1/2024,Nashville,3731.47,955.54,1095.95,497.66,79.61
4/1/2024,Baltimore,28050.04,27019.97,4012.92,29454.25,50.94
4/1/2024,Indianapolis,38987.01,4150,5287.88,5400.2,90.38
4/1/2024,Orlando,9003.18,21632.83,9080.92,10634.4,29.39
4/1/2024,San Antonio,11194.45,7116.56,1702.89,1442.57,61.14
4/1/2024,Columbus,12200.38,16334.63,3872.16,16062.64,42.76
4/2/2024,New York,12406.45,29958.81,10617.93,36030,29.28
4/2/2024,Los Angeles,33285.71,4098.55,3825.7,4136.44,89.04
4/2/2024,Chicago,1309.89,5156.37,1340.13,1193.28,20.26
4/2/2024,Houston,21689.71,24426.55,3606.62,12141.53,47.03
4/2/2024,San Francisco,29850.18,3494.08,7955.64,2994.65,89.52
4/2/2024,Miami,15899.4,1456.86,3269.51,465,91.61
4/2/2024,Seattle,30174.23,7217.03,8566.88,12735.33,80.7
4/2/2024,Denver,31263.18,4369.08,6641.91,1959.7,87.74
4/2/2024,Boston,9749.07,4725.19,2716.85,1078.35,67.35
4/2/2024,Dallas,28293.91,9148.35,7394.1,3728.1,75.57
4/2/2024,Atlanta,17467,20091.26,9625.12,26477.79,46.51
4/2/2024,Phoenix,54881.83,4399.43,11548.07,1995.68,92.58
4/2/2024,Las Vegas,3110.38,8030.88,2767.07,8579.2,27.92
4/2/2024,San Diego,9206.07,6123.19,1484.15,1330.27,60.06
4/2/2024,Philadelphia,5151.72,3891.54,2482.89,6438.29,56.97
4/2/2024,Portland,7094.01,3200.25,2899.61,5687.63,68.91
4/2/2024,Austin,5658.46,2785.8,2396.64,4556.75,67.01
4/2/2024,Detroit,4252.63,9408.63,1889.92,13704.71,31.13
4/2/2024,Charlotte,10142.65,9318.61,4297.83,14835.42,52.12
4/2/2024,Nashville,2678.22,6896.04,2671.19,10814.48,27.97
4/2/2024,Baltimore,24650.76,19711.5,11432.51,19495.47,55.57
4/2/2024,Indianapolis,4352.7,5195.56,785.11,7466.79,45.59
4/2/2024,Orlando,5158.47,2351.79,860.49,1905.05,68.69
4/2/2024,San Antonio,5496.93,5520.33,2773.11,6523.98,49.89
4/2/2024,Columbus,3372.47,13326.79,4414.91,4685.95,20.2
4/3/2024,New York,11184.42,27122.51,8122.31,6748.39,29.2
4/3/2024,Los Angeles,4449.04,15459.89,5859.63,9068.18,22.35
4/3/2024,Chicago,4846.49,4140.44,1110.05,4047.16,53.93
4/3/2024,Houston,28064.87,6376.06,3386.75,4919.63,81.49
4/3/2024,San Francisco,4533.3,2443.63,2022.7,2563.85,64.98
4/3/2024,Miami,26682.02,24059.91,12577.08,5061.42,52.58
4/3/2024,Seattle,3263.04,11090.89,3177.45,17407.85,22.73
4/3/2024,Denver,5050.25,2967.68,2299.04,3215.87,62.99
4/3/2024,Boston,2691.47,5613.46,1309.94,3293.1,32.41
4/3/2024,Dallas,7976,1749.93,914.23,3049.53,82.01
4/3/2024,Atlanta,9756.92,6735.01,1884.8,9398.9,59.16
4/3/2024,Phoenix,36647.48,20462.45,8966.85,20369.96,64.17
4/3/2024,Las Vegas,42276.5,3864.43,10284.7,1052.91,91.62
